URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change
https://twomenandatruck.ca/movers/mb/winnipeg/reviews?page=1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/orangeville/supplies,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-thomas-w-from-oshawa-on/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/spring-clean-your-bedroom,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
https://franchise.twomenandatruck.ca/news/two-men-and-truck-ranked-111-among-top-franchises-entrepreneurs-highly-competitive-franchise,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/east-toronto-scarborough-markham-pickering/supplies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-daniel-ackerman-from-saskatoon-regina/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/ottawa/community,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/kitchener-cambridge-waterloo/reviews,0,27,0,0,3,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/ab/edmonton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/grandma-rule,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/hamilton-halt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/kitchener-cambridge-waterloo/team,0,44,0,0,1,0,2,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/edmonton/reviews?bvstate=pg%3A15/ct%3Ar&page=26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/small-load-moves,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/barrie-central-ontario/reviews?page=2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-friday-amy-rahm-kingston-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/midtown-downtown-toronto/team,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/stcatharines-niagara/reviews?bvstate=pg%3A24/ct%3Ar&page=46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/midtown-downtown-toronto/reviews?page=40&text=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ns/halifax/reviews?page=1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/kitchener-cambridge-waterloo/reviews?bvrrp=Main_Site-en_US/reviews/product/9/3020.htm&bvstate=pg%3A45/ct%3Ar&text=&page=129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-friday-francis-niagara-region,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0
https://twomenandatruck.ca/moving-terms,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/edmonton/reviews?bvstate=pg%3A5/ct%3Ar&page=44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/woodbridge-va,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-abdul-from-ottawa/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-callum-harper-from-newmarket-and-aurora-ontario/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/kitchener-cambridge-waterloo/reviews?bvstate=pg%3A2/ct%3Ar&page=96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/newmarket-aurora/reviews?page=83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/north-york/reviews?bvrrp=Main_Site-en_US/reviews/product/5/3016.htm&bvstate=pg%3A7/ct%3Ar&page=14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/faqs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/edmonton/reviews?bvstate=pg%3A13/ct%3Ar&text=&page=24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/professional-mover-driver-full-g,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/calgary/junk,0,16,0,0,1,0,0,0,0,0,0,0,0,0,-2
https://careers.twomenandatruck.ca/es/jobs/on/hamilton-halton/mover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-friday-kingdom-u-edmonton-ab,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/orangeville/reviews,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-callum-harper-from-newmarket-and-aurora-ontario/callum-harper/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/brampton/reviews?page=1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/oshawa/reviews?bvrrp=Main_Site-en_US/reviews/product/9/3005.htm&bvstate=pg%3A7/ct%3Ar&text=&page=86,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/ottawa/reviews?bvstate=pg%3A8/ct%3Ar&page=35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/calgary/supplies,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ns/halifax/community,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/our-history,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/windsor-sarnia/team,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/oshawa/professional-driver-mover-full-g-license,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/etobicoke,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/midtown-downtown-toronto/reviews?page=13&text=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ns/cape-breton/supplies,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/ab/calgary/mover-laborer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-friday-robert-sanders-peterboroughoshawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/valentines-day-craft-ideas/,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/london/movers-laborers,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ontario/mississauga,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/newmarket-aurora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/barrie-central-ontario/reviews?page=17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/stcatharines-niagara/reviews?bvstate=pg%3A24/ct%3Ar&page=42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/oshawa/community,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/5-quick-tips-internal-office-move,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://franchise.twomenandatruck.ca/news/two-men-and-truck-named-2022-best-category-franchise-franchise-business-review,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-friday-jayden-downey-halifax-nova-scotia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/how-to,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/cardboard-box-halloween-costume-ideas/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/edmonton/community,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/bc/vancouver-burnaby-coquitlam/blog,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/midtown-downtown-toronto/supplies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-trai-leslie-mississauga-north/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/barrie-central-ontario/reviews?bvstate=pg%3A1/ct%3Ar&page=42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/orangeville/community,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/east-toronto-scarborough-markham-pickering/team,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/windsor-sarnia/professional-driver-mover-full-g-general-labor,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/kitchener-cambridge-waterloo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/stcatharines-niagara/reviews?bvstate=pg%3A13/ct%3Ar&text=&page=36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/edmonton/reviews?page=45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/london/reviews?bvstate=pg%3A10/ct%3Ar&page=48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/calgary/reviews?page=1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/stcatharines-niagara/mover,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
https://franchise.twomenandatruck.ca/why-two-men-and-a-truck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/stcatharines-niagara/driver,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-friday-long-trinh-saskatoonregina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/barrie-central-ontario/supplies,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-3
https://twomenandatruck.ca/movers/on/stcatharines-niagara/reviews?bvstate=pg%3A5/ct%3Ar&page=18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/windsor-sarnia/reviews,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-chris-madden-from-oshawa-peterborough-on/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/barrie-central-ontario/mover,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/calgary/reviews?page=12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ns/halifax/team,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/barrie-central-ontario/reviews?bvstate=pg%3A10/ct%3Ar&page=126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/ottawa/team,0,17,0,0,0,1,1,1,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/two-men-and-a-truck-canada-launches-junk-haul-away-service/,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/windsor-sarnia/supplies,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/ab/calgary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/kingston/reviews,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/east-toronto-scarborough-markham-pickering/reviews?page=2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/edmonton%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26opi%3D79508299,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/why-you-should-choose-us-your-home-move,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/midtown-downtown-toronto/reviews,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/midtown-downtown-toronto%3F,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/moving-long-distance-consider-these-7-items,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/newmarket-aurora/team,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ns/halifax/reviews,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/newmarket-aurora/reviews?bvstate=pg%3A7/ct%3Ar&page=64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/sk/regina/reviews?page=1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-friday-austin-reimer-winnipeg-mb,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/markham,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-nick-fenn-from-london-on/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/oshawa/mover,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-friday-harmandeep-wirring-kingston,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/here-are-some-tips-consider-when-moving-condo-0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/barrie-central-ontario/reviews?page=1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
https://franchise.twomenandatruck.ca/about-us-canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/ns/halifax/storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/kitchener-cambridge-waterloo/supplies,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/mb/winnipeg/driver-labour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/orangeville/team,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/calgary/community,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/peterborough/team,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/midtown-downtown-toronto/reviews?bvstate=pg%3A5/ct%3Ar&page=31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/london/reviews,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/toronto-beaches/supplies,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/brantford/supplies,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/mb/winnipeg,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/brampton/supplies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/oshawa/supplies,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/mikey-board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-adam-kitchener-cambridge-waterloo/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers-for-moms-program,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/kitchener-cambridge-waterloo/reviews?page=38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://franchise.twomenandatruck.ca/vancouver-bc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/choosing-right-moving-boxes-and-packing-supplies,0,6,0,0,0,1,0,0,0,0,0,0,0,0,-3
https://twomenandatruck.ca/es/movers/on/stcatharines-niagara/reviews?bvstate=pg%3A3/ct%3Ar&page=62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/kitchener-cambridge-waterloo/driver,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/node/27035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/kitchener-cambridge-waterloo/reviews?bvstate=pg%3A2/ct%3Ar&page=15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-bailey-hamilton-from-newmarket-aurora-on/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/orangeville/supplies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/etobicoke/reviews?page=39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-sam-sharma-from-calgary-north-ab/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-friday-amy-rahm-kingston,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/newmarket-aurora/community,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/east-toronto-scarborough-markham-pickering/driver-mover-specialist,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/edmonton/reviews?page=1&text=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-chuck-london-on/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/storage-services,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/ab/edmonton/reviews?page=48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/ns/halifax,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/sk/regina/reviews,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/ottawa/reviews?bvstate=pg%3A8/ct%3Ar&page=36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/peterborough%3F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://franchise.twomenandatruck.ca/mississauga-ontario-franchise-opportunities,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/peterborough/reviews,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-dave-london/,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/saskatoon/mover,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/north-york,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-146
https://twomenandatruck.ca/movers/on/midtown-downtown-toronto/reviews?bvrrp=Main_Site-en_US/reviews/product/5/3016.htm&bvstate=pg%3A7/ct%3Ar&page=44&text=,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
