Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
rental truck movers,45,45,90,70,1.58,https://prestigemoving.ca/blog/diy-truck-rental-vs-professional-movers-ottawa,0,0,0.00,0.69,0,"[11,11,7,7,7,26,53,100,34,42,100,19]",2026-03-17,"Local pack, Video, Related searches",commercial,Organic
rental truck movers,52,52,90,70,1.58,https://prestigemoving.ca/diy-truck-rental-vs-professional-movers-ottawa/,0,0,0.00,0.69,0,"[11,11,7,7,7,26,53,100,34,42,100,19]",2026-03-17,"Local pack, Video, Related searches",commercial,Organic
piano mover ottawa,8,8,70,19,1.67,https://prestigemoving.ca/blog/piano-moving-ottawa-specialists,0,0,0.00,0.57,276000,"[21,7,14,14,14,14,21,100,100,50,78,100]",2026-02-16,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
piano mover ottawa,19,19,70,19,1.67,https://prestigemoving.ca/piano-moving-services-in-ottawa-prestige-moving/,0,0,0.00,0.57,276000,"[21,7,14,14,14,14,21,100,100,50,78,100]",2026-02-16,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
piano mover ottawa,33,33,70,19,1.67,https://prestigemoving.ca/blog/piano-moving-ottawa-specialists,0,0,0.00,0.57,276000,"[21,7,14,14,14,14,21,100,100,50,78,100]",2026-02-16,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
moving companies in red deer,4,4,70,14,4.09,https://prestigemoving.ca/blog/the-best-day-of-the-week-to-move,0,0,0.00,0.9,34200000,"[19,23,100,19,23,23,23,23,23,19,14,23]",2026-02-28,"Local pack, Sitelinks, People also ask, Related searches",commercial,People also ask
best moving company ottawa,16,16,70,53,4.10,https://prestigemoving.ca/,0,0,0.00,0.59,36300000,"[15,19,3,3,19,7,100,65,11,11,42,7]",2026-02-26,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
best moving company ottawa,32,32,70,53,4.10,https://prestigemoving.ca/best-movers-ottawa,0,0,0.00,0.59,36300000,"[15,19,3,3,19,7,100,65,11,11,42,7]",2026-02-26,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
best moving company ottawa,92,92,70,53,4.10,https://prestigemoving.ca/blog/ottawa-moving-companies-ranked,0,0,0.00,0.59,36300000,"[15,19,3,3,19,7,100,65,11,11,42,7]",2026-02-26,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
cheap moving companies ottawa,27,27,110,41,4.63,https://prestigemoving.ca/affordable-movers-in-ottawa/,0,0,0.00,0.86,78200000,"[26,26,34,42,42,34,42,34,42,65,42,65]",2026-01-26,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
cheap moving companies ottawa,71,71,110,41,4.63,https://prestigemoving.ca/top-10-ottawa-movers-reviewed-who-deserves-your-trust/,0,0,0.00,0.86,78200000,"[26,26,34,42,42,34,42,34,42,65,42,65]",2026-01-26,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
hire moving service,6,6,50,15,5.44,https://prestigemoving.ca/how-much-does-it-cost-to-hire-movers-in-ottawa/,0,0,0.00,0.83,166000000,"[63,81,63,81,18,18,100,18,18,18,18,18]",2026-01-25,"Local pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
hire moving service,49,49,50,15,5.44,https://prestigemoving.ca/hire-professional-movers-in-ottawa/,0,0,0.00,0.83,166000000,"[63,81,63,81,18,18,100,18,18,18,18,18]",2026-01-25,"Local pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
hire moving service,56,56,50,15,5.44,https://prestigemoving.ca/how-much-does-it-cost-to-hire-movers-in-ottawa/,0,0,0.00,0.83,166000000,"[63,81,63,81,18,18,100,18,18,18,18,18]",2026-01-25,"Local pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
piano moving service,70,70,140,7,3.20,https://prestigemoving.ca/services/piano-moving,0,0,0.00,0.13,95100000,"[53,21,21,43,43,43,43,65,81,43,53,65]",2026-02-24,"Local pack, Video, Image, People also ask, Related searches, See results about, AI overview",informational,Organic
piano moving service,88,88,140,7,3.20,https://prestigemoving.ca/services/piano-moving,0,0,0.00,0.13,95100000,"[53,21,21,43,43,43,43,65,81,43,53,65]",2026-02-24,"Local pack, Video, Image, People also ask, Related searches, See results about, AI overview",informational,Organic
moving and changing address,87,87,110,34,1.97,https://prestigemoving.ca/blog/post-move-to-do-list-ottawa,0,0,0.00,0.03,1160000000,"[33,52,52,52,66,52,66,66,66,52,42,42]",2026-02-26,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
moving companies for long distance moves,44,44,1300,39,9.22,https://prestigemoving.ca/long-distance-movers-ottawa/,0,0,0.00,0.18,194000000,"[34,44,100,44,82,65,44,44,34,3,4,8]",2026-02-04,"Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
village colonnade,94,94,90,15,0.00,https://prestigemoving.ca/blog/king-west-liberty-village-movers,0,0,0.00,0.01,843000,"[14,14,14,78,78,78,78,64,100,78,50,64]",2026-02-26,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
canadian tire boxes,5,5,590,32,0.22,https://prestigemoving.ca/moving-boxes-ottawa-where-to-buy-rent-or-get-free-boxes/,0,0,0.00,1,7210000,"[59,48,48,14,14,72,100,72,59,72,59,39]",2026-02-17,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,People also ask
hire movers,15,15,210,62,4.49,https://prestigemoving.ca/hire-professional-movers-in-ottawa/,0,0,0.00,0.97,16300000,"[53,53,53,81,81,65,53,100,100,65,65,65]",2026-01-27,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
moving companies province to province,41,41,50,18,9.60,https://prestigemoving.ca/best-rated-ottawa-movers-2025/,0,0,0.00,0.88,45300000,"[18,18,18,18,18,18,18,100,100,100,63,81]",2026-02-16,"Local pack, Sitelinks, People also ask, Related searches, Ads middle, AI overview",commercial,Organic
moving companies province to province,70,70,50,18,9.60,https://prestigemoving.ca/best-rated-ottawa-movers-2025/,0,0,0.00,0.88,45300000,"[18,18,18,18,18,18,18,100,100,100,63,81]",2026-02-16,"Local pack, Sitelinks, People also ask, Related searches, Ads middle, AI overview",commercial,Organic
moving companies province to province,95,95,50,18,9.60,https://prestigemoving.ca/best-rated-ottawa-movers-2025/,0,0,0.00,0.88,45300000,"[18,18,18,18,18,18,18,100,100,100,63,81]",2026-02-16,"Local pack, Sitelinks, People also ask, Related searches, Ads middle, AI overview",commercial,Organic
best ottawa moving companies,16,16,50,40,4.10,https://prestigemoving.ca/,0,0,0.00,0.59,6010000,"[100,63,0,0,45,18,81,63,81,45,63,63]",2026-02-26,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
best ottawa moving companies,37,37,50,40,4.10,https://prestigemoving.ca/,0,0,0.00,0.59,6010000,"[100,63,0,0,45,18,81,63,81,45,63,63]",2026-02-26,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
best ottawa moving companies,85,85,50,40,4.10,https://prestigemoving.ca/blog/best-rated-ottawa-movers-2025,0,0,0.00,0.59,6010000,"[100,63,0,0,45,18,81,63,81,45,63,63]",2026-02-26,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
ottawa movers reviews,16,16,70,5,3.32,https://prestigemoving.ca/blog/ottawa-moving-companies-ranked,0,0,0.00,0.91,125,"[14,14,28,28,35,78,78,100,50,64,35,35]",2026-03-17,"Sitelinks, Related searches, Discussions and forums, AI overview",commercial,Organic
ottawa movers reviews,48,48,70,5,3.32,https://prestigemoving.ca/top-10-ottawa-movers-reviewed-who-deserves-your-trust/,0,0,0.00,0.91,125,"[14,14,28,28,35,78,78,100,50,64,35,35]",2026-03-17,"Sitelinks, Related searches, Discussions and forums, AI overview",commercial,Organic
moving services in ottawa,38,38,170,50,6.95,https://prestigemoving.ca/,0,0,0.00,0.86,20800000,"[37,20,1,0,3,2,0,8,8,5,4,4]",2026-02-13,"Local pack, People also ask, Related searches",commercial,Organic
long distance moving cote saint luc,17,17,90,6,0.00,https://prestigemoving.ca/blog/cote-saint-luc-movers-seniors-downsizing,0,0,0.00,0,1520000,"[0,0,9,33,42,4,4,80,80,66,100,100]",2026-02-21,"Local pack, People also ask, Related searches",commercial,Organic
piano mover richmond,86,86,70,5,2.69,https://vancouver.prestigemoving.ca/services/piano-moving,0,0,0.00,0.94,184000,"[5,0,0,0,0,0,0,100,100,82,100,100]",2026-02-16,"Local pack, Image, People also ask, Related searches",commercial,Organic
top rated long distance movers,20,20,210,23,9.18,https://prestigemoving.ca/blog/best-rated-ottawa-movers-2025,0,0,0.00,0.04,14500000,"[28,35,53,43,35,43,53,43,43,100,82,43]",2026-03-03,"Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
local it companies near me,55,55,90,36,3.54,https://prestigemoving.ca/moving-companies-near-me-ottawa,0,0,0.00,0.56,0,"[9,6,9,6,6,9,81,100,53,15,15,21]",2026-03-17,"Local pack, Related searches",transactional,Organic
burnaby moving services,6,6,50,13,8.97,http://prestigemoving.ca/moving-companies-near-me-the-ultimate-guide-to-choosing-the-best-movers-in-your-area/,0,0,0.00,0.55,1690000,"[21,1,1,1,1,2,1,7,14,2,5,3]",2026-02-10,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
ottawa nova scotia,67,67,210,24,0.17,https://prestigemoving.ca/ottawa-to-nova-scotia-movers,0,0,0.00,0.27,127,"[28,35,35,66,53,66,53,100,53,28,23,28]",2026-03-05,"Video, Image, People also ask, Flights, Related searches, AI overview",informational,Organic
best rated moving companies,34,34,110,21,7.44,https://prestigemoving.ca/top-10-ottawa-movers-reviewed-who-deserves-your-trust/,0,0,0.00,0.74,608000000,"[34,43,34,28,43,43,43,43,28,28,28,21]",2026-02-04,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
ultimate movers,31,31,70,21,0.81,https://prestigemoving.ca/blog/best-movers-in-ottawa-the-ultimate-guide-to-choosing-the-right-moving-company,0,0,0.00,0.22,21900000,"[28,35,28,64,64,64,78,78,64,28,50,21]",2026-02-15,"Local pack, Video, People also ask, Related searches",commercial,Organic
long range movers,36,36,590,25,9.22,https://prestigemoving.ca/long-distance-movers-ottawa/,0,0,0.00,0.18,56300000,"[44,44,0,0,0,0,0,0,0,100,30,0]",2026-01-30,"Local pack, Sitelinks, People also ask, Related searches, Ads middle, AI overview",commercial,Organic
student moving service,12,12,90,5,2.89,https://prestigemoving.ca/services/student-moving,0,0,0.00,0.46,597000000,"[0,0,29,23,29,29,82,82,82,100,82,100]",2026-03-17,"Knowledge panel, Related searches",informational,Organic
student moving service,23,23,90,5,2.89,https://prestigemoving.ca/services/student-moving,0,0,0.00,0.46,597000000,"[0,0,29,23,29,29,82,82,82,100,82,100]",2026-03-17,"Knowledge panel, Related searches",informational,Organic
student moving service,58,58,90,5,2.89,https://prestigemoving.ca/service/student-moving-service-in-ottawa/,0,0,0.00,0.46,597000000,"[0,0,29,23,29,29,82,82,82,100,82,100]",2026-03-17,"Knowledge panel, Related searches",informational,Organic
student moving service,96,96,90,5,2.89,https://prestigemoving.ca/student-moving-services-in-ottawa-prestige-moving/,0,0,0.00,0.46,597000000,"[0,0,29,23,29,29,82,82,82,100,82,100]",2026-03-17,"Knowledge panel, Related searches",informational,Organic
local moving services,1,1,140,34,5.68,http://prestigemoving.ca/moving-companies-near-me-the-ultimate-guide-to-choosing-the-best-movers-in-your-area/,0,0,0.00,0.32,1090000000,"[5,5,5,28,28,28,100,43,53,43,53,53]",2026-02-09,"Knowledge panel, Video, Ads bottom, People also ask, Related searches, AI overview",commercial,People also ask
movers in ottawa,29,0,880,50,9.63,https://prestigemoving.ca/,0,0,0.00,0.88,123,"[41,20,54,100,54,16,30,30,41,24,20,30]",2026-03-20,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
movers in ottawa,82,36,880,50,9.63,https://prestigemoving.ca/top-10-ottawa-movers-reviewed-who-deserves-your-trust/,0,0,0.00,0.88,123,"[41,20,54,100,54,16,30,30,41,24,20,30]",2026-03-20,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
quote moving service,96,96,110,23,9.28,https://prestigemoving.ca/need-urgent-moving-services-in-ottawa-get-a-free-quote-fast/,0,0,0.00,0.42,155000000,"[67,67,0,0,0,0,0,4,1,1,1,1]",2026-02-10,"Local pack, Image pack, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
ottawa senior movers,22,22,170,20,2.90,https://prestigemoving.ca/blog/alta-vista-senior-estate-movers,0,0,0.00,0.32,198000,"[42,26,80,80,100,100,80,100,34,26,65,65]",2026-02-17,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
ottawa senior movers,45,45,170,20,2.90,https://prestigemoving.ca/best-rated-ottawa-movers-2025/,0,0,0.00,0.32,198000,"[42,26,80,80,100,100,80,100,34,26,65,65]",2026-02-17,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
ottawa senior movers,59,59,170,20,2.90,https://prestigemoving.ca/best-rated-ottawa-movers-2025/,0,0,0.00,0.32,198000,"[42,26,80,80,100,100,80,100,34,26,65,65]",2026-02-17,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
ottawa senior movers,66,66,170,20,2.90,https://prestigemoving.ca/blog/trusted-orleans-movers-for-retirement-community-relocations,0,0,0.00,0.32,198000,"[42,26,80,80,100,100,80,100,34,26,65,65]",2026-02-17,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
ottawa senior movers,98,98,170,20,2.90,https://prestigemoving.ca/moving-company-ottawa,0,0,0.00,0.32,198000,"[42,26,80,80,100,100,80,100,34,26,65,65]",2026-02-17,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
business moving companies,88,88,70,30,9.13,https://prestigemoving.ca/services/commercial-moving,0,0,0.00,0.08,1280000000,"[7,15,3,7,11,26,100,34,26,26,34,34]",2026-02-26,"Local pack, Video, People also ask, Related searches",commercial,Organic
domestic moves,64,64,50,15,3.69,https://prestigemoving.ca/blog/barrhaven-family-movers-school-calendar-guide,0,0,0.00,0.44,635000000,"[0,0,9,9,0,0,0,100,80,42,19,19]",2026-02-21,"Local pack, Video, People also ask, Related searches, AI overview",informational,Organic
piano movers coquitlam,43,43,140,8,4.74,https://vancouver.prestigemoving.ca/services/piano-moving,0,0,0.00,0.93,21100,"[6,6,34,34,34,6,6,81,65,81,100,81]",2026-02-27,"Local pack, Image, People also ask, Related searches",commercial,Organic
nepean movers,11,11,90,8,0.00,https://prestigemoving.ca/movers-in-nepean,0,0,0.00,0.32,0,"[14,35,28,14,78,28,100,100,100,100,100,100]",2026-03-16,"Local pack, Image, Related searches",commercial,Organic
nepean movers,29,29,90,8,0.00,https://prestigemoving.ca/movers-in-nepean,0,0,0.00,0.32,0,"[14,35,28,14,78,28,100,100,100,100,100,100]",2026-03-16,"Local pack, Image, Related searches",commercial,Organic
nepean movers,57,57,90,8,0.00,https://prestigemoving.ca/commercial-movers-nepean,0,0,0.00,0.32,0,"[14,35,28,14,78,28,100,100,100,100,100,100]",2026-03-16,"Local pack, Image, Related searches",commercial,Organic
moving long distance canada,86,86,480,29,8.01,https://prestigemoving.ca/long-distance-movers-ottawa,0,0,0.00,0.16,0,"[44,81,100,44,44,44,66,66,81,66,66,66]",2026-03-07,"Local pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
appliances moving,46,46,50,11,2.39,https://prestigemoving.ca/blog/moving-appliances-guide,0,0,0.00,0.98,146000000,"[14,19,14,19,23,33,80,23,19,9,14,14]",2026-02-27,"Local pack, Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
moving company ottawa,26,26,1000,52,6.95,https://prestigemoving.ca/,0,0,0.00,0.86,79000000,"[13,16,24,30,24,30,30,54,79,100,41,54]",2026-01-21,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
moving company ottawa,37,37,1000,52,6.95,https://prestigemoving.ca/,0,0,0.00,0.86,79000000,"[13,16,24,30,24,30,30,54,79,100,41,54]",2026-01-21,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
furniture assembly,38,38,390,12,2.96,https://prestigemoving.ca/furniture-assembly-ottawa,0,0,0.00,0.43,0,"[81,66,81,28,54,44,81,81,66,66,66,54]",2026-03-15,"Local pack, Video, Image, Related searches",commercial,Organic
moving and delivery services,30,30,50,18,3.42,https://prestigemoving.ca/parcels-and-small-or-medium-or-large-deliveries/,0,0,0.00,0.47,566000000,"[14,14,14,14,14,78,14,14,78,78,78,28]",2026-02-16,"Local pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
moving and delivery services,57,57,50,18,3.42,https://prestigemoving.ca/parcels-and-small-or-medium-or-large-deliveries/,0,0,0.00,0.47,566000000,"[14,14,14,14,14,78,14,14,78,78,78,28]",2026-02-16,"Local pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
mover in ottawa,46,46,70,44,6.95,https://prestigemoving.ca/top-10-ottawa-movers-reviewed-who-deserves-your-trust/,0,0,0.00,0.86,40100000,"[0,0,7,0,0,100,2,17,23,23,7,5]",2026-01-25,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
orleans storage,11,11,70,30,3.03,https://prestigemoving.ca/reliable-orleans-movers-with-storage-options-available/,0,0,0.00,0.69,225000000,"[45,45,45,63,81,100,63,63,63,63,100,81]",2026-01-27,"Local pack, Image, Related searches",commercial,Organic
canada moving companies long distance,70,70,110,28,7.73,https://prestigemoving.ca/long-distance-movers-ottawa,0,0,0.00,0.12,41400000,"[0,3,1,3,3,3,1,100,81,8,8,6]",2026-02-26,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",commercial,Organic
long distance moving cote-saint-luc,20,20,90,,0.00,https://prestigemoving.ca/blog/cote-saint-luc-movers-seniors-downsizing,0,0,0.00,0,770000,"[0,0,9,33,42,4,0,80,66,66,100,100]",2026-02-16,"Local pack, Video, People also ask, AI overview",commercial,Organic
local vancouver movers,86,86,70,30,9.03,https://vancouver.prestigemoving.ca/,0,0,0.00,0.6,2120000,"[0,0,7,7,11,3,3,34,42,42,80,100]",2026-02-21,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
local vancouver movers,90,90,70,30,9.03,https://vancouver.prestigemoving.ca/,0,0,0.00,0.6,2120000,"[0,0,7,7,11,3,3,34,42,42,80,100]",2026-02-21,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
moving companies cross canada,92,92,390,46,10.50,https://prestigemoving.ca/long-distance-movers-ottawa,0,0,0.00,0.81,92100000,"[54,54,54,66,54,66,54,81,81,100,81,66]",2026-03-05,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
long distance movers montreal,79,79,210,18,6.08,https://prestigemoving.ca/blog/montreal-long-distance-movers-guide,0,0,0.00,0.26,514000,"[15,18,44,44,35,44,35,54,44,35,44,54]",2026-02-21,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
long distance movers montreal,80,80,210,18,6.08,https://prestigemoving.ca/blog/montreal-long-distance-movers-guide,0,0,0.00,0.26,514000,"[15,18,44,44,35,44,35,54,44,35,44,54]",2026-02-21,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
moving long distance tips,48,48,390,20,0.00,https://prestigemoving.ca/the-ultimate-checklist-for-long-distance-moving-from-ottawa/,0,0,0.00,0.01,169000000,"[32,32,26,39,32,32,32,32,32,100,39,39]",2026-02-06,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
ottawa moving services,35,35,260,43,6.95,https://prestigemoving.ca/blog/ottawa-moving-companies-ranked,0,0,0.00,0.86,124,"[24,13,4,4,5,7,7,13,16,10,13,13]",2026-03-05,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
moving companies st albert,2,2,170,10,6.97,https://prestigemoving.ca/blog/the-best-day-of-the-week-to-move,0,0,0.00,0.95,50600000,"[19,26,53,53,53,53,34,80,80,80,80,100]",2026-02-28,"Local pack, Video, People also ask, Related searches",commercial,People also ask
movers ottawa,94,94,1600,49,9.64,https://prestigemoving.ca/moving-company-ottawa,0,0,0.00,0.88,0,"[30,65,44,44,55,44,65,55,55,55,55,55]",2026-03-13,"Local pack, Video, Image, Related searches",commercial,Organic
tvs prestige,27,27,90,23,0.00,https://prestigemoving.ca/blog/packing-electronics-tvs-pcs-smart-devices-cable-management,0,0,0.00,0,3900000,"[33,52,66,100,66,52,52,42,52,0,0,0]",2026-03-02,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
tvs prestige,29,29,90,23,0.00,https://prestigemoving.ca/blog/packing-electronics-tvs-pcs-smart-devices-cable-management,0,0,0.00,0,3900000,"[33,52,66,100,66,52,52,42,52,0,0,0]",2026-03-02,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
movers ottawa ontario,31,31,390,43,6.95,https://prestigemoving.ca/,0,0,0.00,0.86,585000,"[3,21,32,11,32,26,26,72,48,59,100,48]",2026-01-27,"Local pack, Image, People also ask, Related searches",commercial,Organic
prestige canada,49,49,70,38,0.00,https://prestigemoving.ca/,0,0,0.00,0.02,103000000,"[33,52,52,52,52,52,23,19,9,14,19,23]",2026-02-15,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
commercial movers company,58,58,260,25,0.00,https://prestigemoving.ca/commercial-movers-ottawa,0,0,0.00,0.41,34400000,"[4,9,6,5,5,5,15,44,44,100,66,100]",2026-03-02,"Local pack, Related searches",commercial,Organic
commercial movers company,81,81,260,25,0.00,https://prestigemoving.ca/commercial-movers-ottawa,0,0,0.00,0.41,34400000,"[4,9,6,5,5,5,15,44,44,100,66,100]",2026-03-02,"Local pack, Related searches",commercial,Organic
how much do i tip movers,47,47,140,23,0.00,https://prestigemoving.ca/tipping-movers-ottawa/,0,0,0.00,0.03,17600000,"[52,64,82,82,82,82,100,82,100,100,64,64]",2026-01-24,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
best moving company vancouver,29,29,210,41,8.29,https://vancouver.prestigemoving.ca/,0,0,0.00,0.93,121000000,"[12,12,23,29,19,12,10,19,23,67,23,29]",2026-02-10,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
moving service in vancouver,83,83,140,24,12.13,https://vancouver.prestigemoving.ca/services/residential-moving,0,0,0.00,0.81,0,"[0,0,0,0,0,0,0,59,100,0,0,0]",2026-03-17,"Local pack, Sitelinks, Featured snippet, Related searches",commercial,Organic
fitness equipment movers,62,62,90,7,3.04,https://prestigemoving.ca/services/specialty-item-moving,0,0,0.00,0.8,12100000,"[78,64,64,64,50,50,50,50,50,100,50,78]",2026-03-03,"Local pack, Video, Popular products, Related searches, See results about, AI overview",commercial,Organic
piano moving,23,23,880,13,3.08,https://prestigemoving.ca/blog/piano-moving-ottawa-specialists,0,0,0.00,0.8,212000000,"[3,2,7,7,11,13,11,100,82,30,24,34]",2026-02-23,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
move service,76,76,260,15,6.38,https://prestigemoving.ca/services/residential-moving,0,0,0.00,0.18,0,"[54,35,29,35,22,43,35,54,66,100,100,54]",2026-03-10,"Local pack, Video, Related searches",commercial,Organic
best moving companies vancouver,29,29,260,29,8.29,https://vancouver.prestigemoving.ca/,0,0,0.00,0.93,83400000,"[28,65,81,81,81,65,53,100,100,81,100,100]",2026-02-28,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
address change list,63,63,90,37,0.00,https://prestigemoving.ca/blog/post-move-to-do-list-ottawa,0,0,0.00,0.02,2810000000,"[64,50,50,78,78,64,35,78,78,78,78,64]",2026-02-18,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
long distance movers london ontario,67,67,70,38,0.00,https://prestigemoving.ca/moving-from-ottawa-to-london-ontario,0,0,0.00,0.35,0,"[29,17,23,17,17,17,29,41,100,52,82,41]",2026-03-17,"Local pack, Video, Related searches",commercial,Organic
movers company,70,70,210,51,10.44,https://prestigemoving.ca/,0,0,0.00,0.19,0,"[1,44,5,5,5,3,28,66,100,81,66,44]",2026-03-08,"Local pack, Video, Image, Related searches",commercial,Organic
ottawa fast movers,24,24,50,22,1.83,https://prestigemoving.ca/blog/ottawa-same-day-movers-how-to-book-fast-without-overpaying,0,0,0.00,0.19,694000,"[19,19,15,15,42,26,7,19,19,11,7,7]",2026-02-25,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
ottawa fast movers,48,48,50,22,1.83,https://prestigemoving.ca/,0,0,0.00,0.19,694000,"[19,19,15,15,42,26,7,19,19,11,7,7]",2026-02-25,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
movers toronto to ottawa,22,22,110,5,8.14,https://prestigemoving.ca/long-distance-movers-from-ottawa-to-toronto/,0,0,0.00,0.44,1520000,"[64,64,64,100,100,52,52,64,64,64,100,64]",2026-01-24,"Sitelinks, Video, Ads bottom, Related searches",commercial,Organic
movers toronto to ottawa,52,52,110,5,8.14,https://prestigemoving.ca/long-distance-movers-from-ottawa-to-toronto/,0,0,0.00,0.44,1520000,"[64,64,64,100,100,52,52,64,64,64,100,64]",2026-01-24,"Sitelinks, Video, Ads bottom, Related searches",commercial,Organic
movers for students,49,49,50,2,2.93,https://prestigemoving.ca/services/student-moving-service,0,0,0.00,0.22,43200000,"[0,0,0,5,11,29,5,64,52,52,100,82]",2026-02-16,"Ads bottom, People also ask, Related searches, AI overview",informational,Organic
movers for students,57,57,50,2,2.93,https://prestigemoving.ca/blog/student-moving-in-ottawa-ottawa-carleton-move-in-guide,0,0,0.00,0.22,43200000,"[0,0,0,5,11,29,5,64,52,52,100,82]",2026-02-16,"Ads bottom, People also ask, Related searches, AI overview",informational,Organic
movers for students,61,61,50,2,2.93,https://prestigemoving.ca/services/student-moving-service,0,0,0.00,0.22,43200000,"[0,0,0,5,11,29,5,64,52,52,100,82]",2026-02-16,"Ads bottom, People also ask, Related searches, AI overview",informational,Organic
top rated moving,6,6,110,16,7.44,https://prestigemoving.ca/best-movers-ottawa,0,0,0.00,0.74,395000000,"[78,78,78,78,78,100,78,100,50,64,64,50]",2026-02-21,"Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
top rated moving,17,17,110,16,7.44,https://prestigemoving.ca/best-movers-ottawa,0,0,0.00,0.74,395000000,"[78,78,78,78,78,100,78,100,50,64,64,50]",2026-02-21,"Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
professional movers vancouver,23,23,140,41,11.64,https://vancouver.prestigemoving.ca/,0,0,0.00,0.7,0,"[5,5,5,5,5,5,43,43,66,82,100,100]",2026-03-16,"Local pack, Related searches, Discussions and forums",commercial,Organic
professional movers vancouver,62,62,140,41,11.64,https://vancouver.prestigemoving.ca/,0,0,0.00,0.7,0,"[5,5,5,5,5,5,43,43,66,82,100,100]",2026-03-16,"Local pack, Related searches, Discussions and forums",commercial,Organic
long distance movers ottawa,45,45,260,24,8.43,https://prestigemoving.ca/services/long-distance-moving,0,0,0.00,0.4,0,"[35,43,81,29,43,29,54,66,66,81,81,100]",2026-03-12,"Local pack, Video, Related searches",commercial,Organic
